0;1;2;3;4;5;6;7;8;9;10;20_похожих
Аватар 2: Путь воды;Фантастика;Приключения;Альтернативная реальность;Новинки (2020–2025);7.73;505898;Avatar: The Way of Water;7.5;7.1;;"Аватар: Путь воды;Назад в будущее 2;Парк Юрского периода;Назад в будущее 3;Доктор Кто: Глубокий вдох;Зеркало для героя;Патэма наоборот;Супер 8;Назад во времени;Ловушка времени;Машина времени;Земля будущего;Лига выдающихся джентльменов;В ловушке времени;Мир будущего;Стартрек: Бесконечность;Любовь и монстры;Звездная карта;Мир Юрского периода: Господство;2:22"
Преступления будущего;Фантастика;Ужасы;Альтернативная реальность;Новинки (2020–2025);5.645;4440349;Crimes of the Future;5.8;6.8;;"Вторжение похитителей тел;Мертвая зона;Виктор Франкенштейн;Мерцающий;Вивариум;Куб Зеро;Морган;Парадокс Кловерфилда;Райские холмы;За гранью реальности;Противостояние;Спутник;Дальний космос;2:22;Человек-Паук: Паутина Вселенных;Аватар: Путь воды;Аватар 2: Путь воды;Все везде и сразу;Довод;Временная связь"
Назад в будущее 3;Фантастика;Приключения;Альтернативная реальность;Классика (до 2000 года);8.195;7103;Back to the Future Part III;7.5;6.8;;"Назад в будущее 2;Парк Юрского периода;Зеркало для героя;Назад во времени;Доктор Кто: Глубокий вдох;Аватар: Путь воды;Аватар 2: Путь воды;Патэма наоборот;Супер 8;Ловушка времени;Машина времени;Земля будущего;Лига выдающихся джентльменов;В ловушке времени;Мир будущего;Навсикая из долины ветров;Тайна третьей планеты;Звездный путь 4: Дорога домой;Черная дыра;Человек-амфибия"
После нашей эры;Фантастика;Драма;Альтернативная реальность;Новинки (2020–2025);5.842;577285;After Earth;4.8;3.9;;"00:10;Новая жизнь;Аквариум;Воспоминания из будущего;Добро пожаловать в рай;Параллельные миры;Райский проект;Параллельный мир;После пробуждения;Страна чудес;Донни Дарко;Гаттака;Прибытие;Господин Никто;Человек с Земли;Искусственный разум;Фонтан;Ванильное небо;Феномен;Хронос"
Супер 8;Фантастика;Приключения;Альтернативная реальность;Современное кино (2000–2020);6.544;517433;Super 8;7;7.3;;"Доктор Кто: Глубокий вдох;Патэма наоборот;Ловушка времени;Машина времени;Земля будущего;Лига выдающихся джентльменов;В ловушке времени;Мир будущего;Назад в будущее 2;Парк Юрского периода;Назад в будущее 3;Зеркало для героя;Аватар: Путь воды;Аватар 2: Путь воды;Назад во времени;Доктор Кто: Мужья Ривер Сонг;Путешествие на край Вселенной;Аватар;Марсианин;Девять"
Эксперимент «За стеклом»;Фантастика;Драма;Альтернативная реальность;Классика (до 2000 года);6.139;1051402;Funhouse;5.2;4.3;;"Гаттака;Феномен;Хронос;Кокон;Донни Дарко;Прибытие;Господин Никто;Человек с Земли;Искусственный разум;00:10;Фонтан;Новая жизнь;Ванильное небо;Облако;Аквариум;Другая Земля;За гранью;Воспоминания из будущего;Дети моря;Ева: Искусственный разум"
Хранитель времени;Фантастика;Боевик (Экшен);Альтернативная реальность;Современное кино (2000–2020);6.942;462247;Hugo;7.5;8.3;;"Начало;Район №9;День Доктора;Грань будущего;Эквилибриум;Дежавю;Вступление;Патруль времени;Время;Другой мир 2: Эволюция;Тихоокеанский рубеж;Мы из будущего;Районы;Вне времени;Код 8;Хроника;Телепорт;Побеждая время;Суррогаты;Люси"
Излом времени;Фантастика;Семейный;Альтернативная реальность;Современное кино (2000–2020);4.635;506223;A Wrinkle in Time;4.3;5.3;;"Королевство кривых зеркал;Петля;ВАЛЛ-И;Астробой;Начало;Твое имя;Сигнал;Район №9;Мир Дикого Запада;День Доктора;Врата Штейна: Дежавю;Грань будущего;Эффект бабочки;Она;Донни Дарко;Прибытие;Господин Никто;Фейерверк;Мираж;Человек с Земли"
Обливион;Фантастика;Боевик (Экшен);Постапокалипсис;Современное кино (2000–2020);7.23;470185;Oblivion;7;5.9;;"Поле битвы: Земля;Район 37;2012;Люди Икс: Дни минувшего будущего;Восстание планеты обезьян;Голодные игры: И вспыхнет пламя;Последняя фантазия 7: Дети пришествия;Снежный пирог;Планета обезьян: Революция;Metallica: Сквозь невозможное;Голодные игры;Планета обезьян: Война;Послезавтра;Война миров Z;Книга Илая;Сквозь снег;Бегущий в лабиринте;Дивергент;Элизиум: Рай не на Земле;Власть огня"
Терминатор: Темные судьбы;Фантастика;Боевик (Экшен);Постапокалипсис;Современное кино (2000–2020);5.776;1025082;Terminator: Dark Fate;6.2;6.2;;"Поле битвы: Земля;Район 37;2012;Люди Икс: Дни минувшего будущего;Восстание планеты обезьян;Голодные игры: И вспыхнет пламя;Последняя фантазия 7: Дети пришествия;Снежный пирог;Планета обезьян: Революция;Metallica: Сквозь невозможное;Голодные игры;Планета обезьян: Война;Послезавтра;Обливион;Война миров Z;Книга Илая;Сквозь снег;Бегущий в лабиринте;Дивергент;Элизиум: Рай не на Земле"
Планета бурь;Фантастика;Приключения;Космическая;Классика (до 2000 года);7.166;42990;;6.3;0;;"Тайна третьей планеты;Звездный путь 4: Дорога домой;Черная дыра;Москва — Кассиопея;Звездные врата;Звездные войны: Эпизод 1 - Скрытая угроза;Затерянные в космосе;Через тернии к звездам;Туманность Андромеды;Доктор Кто: Мужья Ривер Сонг;Путешествие на край Вселенной;Аватар;Марсианин;Стартрек: Бесконечность;Хан Соло. Звездные войны: Истории;Джон Картер;Затура: Космическое приключение;Миссия на Марс;Телескоп Хаббл в 3D;Звездная карта"
Источник;Фантастика;Драма;Альтернативная реальность;Современное кино (2000–2020);4.723;974199;;0;0;;"Донни Дарко;Прибытие;Господин Никто;Человек с Земли;Искусственный разум;Фонтан;Ванильное небо;Облако;Другая Земля;За гранью;Дети моря;Ева: Искусственный разум;Предчувствие;Множество;Конгресс;Жизнь за гранью;Комната желаний;Трудно быть богом;Трудно быть Богом;Индиго"
Инопланетное похищение;Фантастика;Ужасы;Космическая;Современное кино (2000–2020);5.305;717038;Alien Abduction;4.9;4.3;;"Жизнь;Прометей;Пандорум;Чужой: Завет;Ловец снов;Лайф;Последние дни на Марсе;Призраки Марса;Скайлайн;В плену у космоса;Чужой;Вирус;Пришельцы 2: Коридоры времени;Сквозь горизонт;Чужой 3;Спутник;Чужой 4: Воскрешение;Особь;Дальний космос;Особь 2"
Орбита 9;Фантастика;Мелодрама;Космическая;Современное кино (2000–2020);5.811;822446;?rbita 9;5.9;5.5;;"Пассажиры;Космос между нами;Слияние двух лун;Твое имя;Она;Фейерверк;Воспоминания о будущем;Жена путешественника во времени;Частоты;Путешествие времени;Зои;Ремнант: все еще вижу тебя;Равные;Вверх тормашками;Интерстеллар;Доктор Кто: Мужья Ривер Сонг;Путешествие на край Вселенной;Жизнь;Звездные Войны: Войны клонов;Звездные войны: Войны клонов"
Большое космическое путешествие;Фантастика;Семейный;Космическая;Классика (до 2000 года);7.126;46169;;6.1;0;;"Инопланетянин;Полет навигатора;Астроскоп. Смотрим на звезды;Королевство кривых зеркал;Космическая одиссея 2010;2001 год: Космическая одиссея;Шестой элемент;Ангар 18;Ковбой Бибоп;Звездные войны: Эпизод 5 — Империя наносит ответный удар;Звездные войны: Эпизод 4 — Новая надежда;Звездные войны: Эпизод 6 — Возвращение Джедая;Чужие;Солярис;Чужой;Контакт;Тайна третьей планеты;Пятый элемент;Вспомнить все;Звездный путь 2: Гнев Хана"
День независимости;Фантастика;Боевик (Экшен);Космическая;Классика (до 2000 года);7.606;2022;Independence Day;7;6.6;;"Шестой элемент;Ковбой Бибоп;Звездные войны: Эпизод 5 — Империя наносит ответный удар;Звездные войны: Эпизод 4 — Новая надежда;Звездные войны: Эпизод 6 — Возвращение Джедая;Чужие;Пятый элемент;Вспомнить все;Звездный путь 2: Гнев Хана;Звездный путь: Первый контакт;Звездный десант;Армагеддон;Звездный путь 7: Поколения;Звездный путь: Возмездие;Метеор – убийца;М-Агент;Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов"
Матрица времени;Фантастика;Триллер;Альтернативная реальность;Современное кино (2000–2020);6.476;556944;Before I Fall;6.4;5.8;;"Сигнал;Мир Дикого Запада;Врата Штейна: Дежавю;Эффект бабочки;Мираж;Области тьмы;Дежа вю;Особое мнение;Исходный код;Хранители;Пиджак;Петля времени;Меняющие реальность;Скрижали судьбы;Предел риска;Вход в никуда;Без границ;ARQ;Пуленепробиваемый;Круг"
Доктор Кто: Глубокий вдох;Фантастика;Приключения;Альтернативная реальность;Современное кино (2000–2020);7.848;841377;Doctor Who: Deep Breath;0;0;;"Патэма наоборот;Супер 8;Ловушка времени;Машина времени;Земля будущего;Лига выдающихся джентльменов;В ловушке времени;Мир будущего;Назад в будущее 2;Парк Юрского периода;Назад в будущее 3;Зеркало для героя;Аватар: Путь воды;Аватар 2: Путь воды;Назад во времени;Доктор Кто: Мужья Ривер Сонг;Путешествие на край Вселенной;Аватар;Марсианин;Девять"
Письма мертвого человека;Фантастика;Драма;Постапокалипсис;Классика (до 2000 года);7.853;42984;;7.5;0;;"Сталкер;Пробуждение;Воскресение;Облачный атлас;Дитя человеческое;Отроки во вселенной;Потерянное Рождество;Финч;Земля: Жизнь без людей;Гадкие лебеди;Ровер;Тихая ночь;Z — значит Захария;Гольфстрим под айсбергом;Последний день Земли;После Чернобыля;Москва 2017;Космическая одиссея 2010;2001 год: Космическая одиссея;Метрополис"
28 недель спустя;Фантастика;Ужасы;Постапокалипсис;Современное кино (2000–2020);6.951;197615;28 Weeks Later;6.8;6.6;;"Монстры;Я - легенда;Я — легенда;Эпидемия. Вонгозеро;Платформа;Птичий короб;Аннигиляция;Девятки;Атака Юрского периода;Противостояние;Годзилла;Остров доктора Моро;Жизнь;Прометей;Пандорум;Чужой: Завет;Виктор Франкенштейн;Ловец снов;Лайф;Мерцающий"
Лимб;Фантастика;Триллер;Альтернативная реальность;Новинки (2020–2025);6.143;676823;Haunter;5.9;5.1;;"2:22;Экзистенция;Кислород;Обратимая реальность;Пятое измерение;Флешбэк;Скольжение;Разделитель;Человек из будущего;Сигнал;Мир Дикого Запада;Врата Штейна: Дежавю;Эффект бабочки;Мираж;Области тьмы;Дежа вю;Особое мнение;Открой глаза;Исходный код;Хранители"
Противостояние;Фантастика;Ужасы;Постапокалипсис;Новинки (2020–2025);7.843;5438351;;0;0;;"28 недель спустя;Монстры;Я - легенда;Я — легенда;Эпидемия. Вонгозеро;Платформа;Птичий короб;Аннигиляция;Годзилла;Девятки;Остров доктора Моро;Атака Юрского периода;Спутник;Дальний космос;Преступления будущего;2067: Петля времени;Пробуждение;Гонка на вымирание;Воскресение;#выжить"
Матрица: Перезагрузка;Фантастика;Боевик (Экшен);Киберпанк;Современное кино (2000–2020);7.742;299;The Matrix Reloaded;7.2;6.8;;"Апгрейд;Призрак в доспехах 2: Невинность;Аниматрица;Аниматрица: История одного ребенка;Алита: Боевой ангел;Матрица: Революция;Робот по имени Чаппи;Трон: Наследие;Робот;Континуум;Авалон;Робо;Матрица;Акира;Робокоп;РобоКоп;Четвертый;Призрак в доспехах;Нирвана;Джонни Мнемоник"
В плену у космоса;Фантастика;Ужасы;Космическая;Современное кино (2000–2020);3.72;669525;Stranded;3.6;0;;"Жизнь;Прометей;Пандорум;Чужой: Завет;Ловец снов;Лайф;Последние дни на Марсе;Призраки Марса;Инопланетное похищение;Скайлайн;Чужой;Вирус;Пришельцы 2: Коридоры времени;Сквозь горизонт;Чужой 3;Спутник;Чужой 4: Воскрешение;Особь;Дальний космос;Особь 2"
Эффект бабочки;Фантастика;Триллер;Альтернативная реальность;Современное кино (2000–2020);8.168;5167;The Butterfly Effect;7.6;4.8;;"Сигнал;Мир Дикого Запада;Врата Штейна: Дежавю;Мираж;Области тьмы;Дежа вю;Особое мнение;Исходный код;Хранители;Пиджак;Петля времени;Меняющие реальность;Скрижали судьбы;Предел риска;Вход в никуда;Без границ;Матрица времени;ARQ;Пуленепробиваемый;Круг"
Человек Омега;Фантастика;Боевик (Экшен);Постапокалипсис;Классика (до 2000 года);6.036;13995;The Omega Man;6.4;5.5;;"Терминатор 2 - 3D;Терминатор;Водная жизнь;Побег из Нью-Йорка;Судья Дредд;Водный мир;Искатель воды;Терминатор 2: судный день;Завоевание планеты обезьян;Безумный Макс 3: Под куполом грома;Киборг;Поле битвы: Земля;Район 37;2012;Гонка на вымирание;Люди Икс: Дни минувшего будущего;Восстание планеты обезьян;Голодные игры: И вспыхнет пламя;Последняя фантазия 7: Дети пришествия;Снежный пирог"
Doom;Фантастика;Боевик (Экшен);Космическая;Современное кино (2000–2020);5.905;84140;Doom;5.2;4;;"Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов;Звездные войны: Эпизод 3 - Месть Ситхов;Звездный путь;Стартрек: Возмездие;Гравитация;Миссия «Серенити»;Изгой-Один. Звездные войны: Истории;Звездные врата: Континуум;Звездные войны: Пробуждение силы;Звездные войны: Эпизод 2 — Атака клонов;Звездные врата: Ковчег Истины;Последняя фантазия;Люди в черном 3;Хроники Риддика;Война миров;Бамблби;Звездные войны: Последние джедаи"
Вспомнить все;Фантастика;Боевик (Экшен);Космическая;Классика (до 2000 года);7.246;893276;Lovesick;8;0;;"Шестой элемент;Ковбой Бибоп;Звездные войны: Эпизод 5 — Империя наносит ответный удар;Звездные войны: Эпизод 4 — Новая надежда;Звездные войны: Эпизод 6 — Возвращение Джедая;Чужие;Пятый элемент;Звездный путь 2: Гнев Хана;Звездный путь: Первый контакт;Звездный десант;День независимости;Армагеддон;Звездный путь 7: Поколения;Звездный путь: Возмездие;Метеор – убийца;М-Агент;Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов"
Аватар;Фантастика;Приключения;Космическая;Современное кино (2000–2020);7.988;251733;Avatar;7.9;7.5;;"Доктор Кто: Мужья Ривер Сонг;Путешествие на край Вселенной;Марсианин;Хан Соло. Звездные войны: Истории;Джон Картер;Затура: Космическое приключение;Миссия на Марс;Телескоп Хаббл в 3D;Ведьмина гора;Тайна третьей планеты;Звездный путь 4: Дорога домой;Черная дыра;Москва — Кассиопея;Звездные врата;Звездные войны: Эпизод 1 - Скрытая угроза;Затерянные в космосе;Стартрек: Бесконечность;Через тернии к звездам;Планета бурь;Звездная карта"
Воскресение;Фантастика;Драма;Постапокалипсис;Новинки (2020–2025);7.847;45849;;7.7;0;;"Пробуждение;Отроки во вселенной;Финч;Тихая ночь;После Чернобыля;Сталкер;Письма мертвого человека;Облачный атлас;Дитя человеческое;Потерянное Рождество;Земля: Жизнь без людей;Гадкие лебеди;Ровер;Z — значит Захария;Гольфстрим под айсбергом;Последний день Земли;Москва 2017;Выстрел в пустоту;00:10;Новая жизнь"
Платформа;Фантастика;Ужасы;Постапокалипсис;Современное кино (2000–2020);7.089;1134778;El hoyo;7;7.2;;"28 недель спустя;Монстры;Я - легенда;Я — легенда;Эпидемия. Вонгозеро;Птичий короб;Аннигиляция;Девятки;Атака Юрского периода;Противостояние;Годзилла;Остров доктора Моро;Жизнь;Прометей;Пандорум;Чужой: Завет;Виктор Франкенштейн;Ловец снов;Лайф;Мерцающий"
И грянул гром;Фантастика;Боевик (Экшен);Постапокалипсис;Современное кино (2000–2020);5.742;4473;A Sound of Thunder;4.3;3.2;;"Поле битвы: Земля;Район 37;2012;Люди Икс: Дни минувшего будущего;Восстание планеты обезьян;Голодные игры: И вспыхнет пламя;Последняя фантазия 7: Дети пришествия;Снежный пирог;Планета обезьян: Революция;Metallica: Сквозь невозможное;Голодные игры;Планета обезьян: Война;Послезавтра;Обливион;Война миров Z;Книга Илая;Сквозь снег;Бегущий в лабиринте;Дивергент;Элизиум: Рай не на Земле"
Частоты;Фантастика;Мелодрама;Альтернативная реальность;Современное кино (2000–2020);6.55;709068;OXV: The Manual;6.7;7;;"Твое имя;Она;Фейерверк;Воспоминания о будущем;Жена путешественника во времени;Путешествие времени;Зои;Равные;Вверх тормашками;Временная связь;Я создан для тебя;Четвертое желание;Вечно молодой;Фантастическая любовь и где ее найти;Два мира;Два мира;Два мира;Два мира;Два мира;Два мира"
Starперцы;Фантастика;Драма;Космическая;Современное кино (2000–2020);7.002;468571;Last Vegas;6.6;5.2;;"Интерстеллар;Луна;Планета Ка-Пэкс;Луна 2112;К звездам;Космическая одиссея 2010;2001 год: Космическая одиссея;Солярис;Контакт;Выстрел в пустоту;Близкие контакты третьей степени;На Луне;Новая Земля;Воспоминания;Донни Дарко;Прибытие;Господин Никто;Человек с Земли;Искусственный разум;Ева"
Хроники хищных городов;Фантастика;Боевик (Экшен);Постапокалипсис;Современное кино (2000–2020);6.229;493271;Mortal Engines;6.1;4.9;;"Поле битвы: Земля;Район 37;2012;Люди Икс: Дни минувшего будущего;Восстание планеты обезьян;Голодные игры: И вспыхнет пламя;Последняя фантазия 7: Дети пришествия;Снежный пирог;Планета обезьян: Революция;Metallica: Сквозь невозможное;Голодные игры;Планета обезьян: Война;Послезавтра;Обливион;Война миров Z;Книга Илая;Сквозь снег;Бегущий в лабиринте;Дивергент;Элизиум: Рай не на Земле"
Потерянное будущее;Фантастика;Боевик (Экшен);Постапокалипсис;Новинки (2020–2025);5.251;504603;The Lost Future;4.9;0;;"Гонка на вымирание;Титан: После гибели Земли;День первый;Голодные игры: Баллада о певчих птицах и змеях;Вторжение динозавра;Гренландия;Мой создатель;Новая эра Z;Черный квадрат;Небо падших;Поступь хаоса;Эра выживания;Вторжение: Битва за рай;Пустошь тьмы и зла;Закат цивилизации;Следопыт;Код апокалипсиса;Поле битвы: Земля;Район 37;Терминатор 2 - 3D"
Дитя робота;Фантастика;Криминал;Киберпанк;Современное кино (2000–2020);6.746;1067645;I Am Mother;6.7;7;;"Корпорация Ad Libitum;Бегущий по лезвию 2049;Ева;Апгрейд;Призрак в доспехах 2: Невинность;Аниматрица;Матрица: Перезагрузка;Аниматрица: История одного ребенка;Из машины;Алита: Боевой ангел;Матрица: Революция;Робот по имени Чаппи;Механическая сюита;Завод;Трон: Наследие;Робот;Астробой;Континуум;Превосходство;Анон"
Вверх тормашками;Фантастика;Мелодрама;Альтернативная реальность;Современное кино (2000–2020);6.804;1540;Head Over Heels;5.4;0;;"Твое имя;Она;Фейерверк;Воспоминания о будущем;Жена путешественника во времени;Частоты;Путешествие времени;Зои;Равные;Временная связь;Я создан для тебя;Четвертое желание;Вечно молодой;Фантастическая любовь и где ее найти;Два мира;Два мира;Два мира;Два мира;Два мира;Два мира"
Пустошь тьмы и зла;Фантастика;Боевик (Экшен);Постапокалипсис;Новинки (2020–2025);5.662;1259607;The Dark and the Wicked;6.1;7.5;;"Гонка на вымирание;Титан: После гибели Земли;День первый;Голодные игры: Баллада о певчих птицах и змеях;Вторжение динозавра;Гренландия;Мой создатель;Новая эра Z;Черный квадрат;Небо падших;Поступь хаоса;Эра выживания;Вторжение: Битва за рай;Закат цивилизации;Следопыт;Потерянное будущее;Код апокалипсиса;Поле битвы: Земля;Район 37;Терминатор 2 - 3D"
Два мира;Фантастика;Мелодрама;Альтернативная реальность;Новинки (2020–2025);6.3;;;;;;"Временная связь;Я создан для тебя;Четвертое желание;Фантастическая любовь и где ее найти;Два мира;Два мира;Два мира;Два мира;Два мира;Два мира;Двое во Вселенной;Два мира;Последний романтик планеты Земля;Твое имя;Она;Фейерверк;Воспоминания о будущем;Жена путешественника во времени;Вечно молодой;Частоты"
Под планетой обезьян;Фантастика;Приключения;Постапокалипсис;Классика (до 2000 года);6.569;13996;Beneath the Planet of the Apes;6;5.1;;"Навсикая из долины ветров;Планета обезьян;Девять;Первому игроку приготовиться;Любовь и монстры;Мир Юрского периода: Господство;Назад в будущее 2;Тайна третьей планеты;Парк Юрского периода;Назад в будущее 3;Зеркало для героя;Звездный путь 4: Дорога домой;Черная дыра;Человек-амфибия;Москва — Кассиопея;Звездные врата;Звездные войны: Эпизод 1 - Скрытая угроза;Затерянные в космосе;Через тернии к звездам;Назад во времени"
Затмение;Фантастика;Мелодрама;Постапокалипсис;Новинки (2020–2025);6.26;843037;;4.6;0;;"Последняя любовь на Земле;Самый последний день;Люби меня;Ремнант: все еще вижу тебя;Временная связь;Я создан для тебя;Четвертое желание;Фантастическая любовь и где ее найти;Два мира;Два мира;Два мира;Два мира;Два мира;Два мира;Два мира;Двое во Вселенной;Два мира;Последний романтик планеты Земля;Слияние двух лун;2067: Петля времени"
Геошторм;Фантастика;Боевик (Экшен);Альтернативная реальность;Современное кино (2000–2020);5.815;597129;Geostorm;5.4;3.6;;"Начало;Район №9;День Доктора;Грань будущего;Эквилибриум;Дежавю;Вступление;Патруль времени;Хранитель времени;Время;Другой мир 2: Эволюция;Тихоокеанский рубеж;Мы из будущего;Районы;Вне времени;Код 8;Хроника;Телепорт;Побеждая время;Суррогаты"
Конгресс;Фантастика;Драма;Альтернативная реальность;Современное кино (2000–2020);6.696;581906;The Congress;6.4;6.7;;"Донни Дарко;Прибытие;Господин Никто;Человек с Земли;Искусственный разум;Фонтан;Ванильное небо;Облако;Другая Земля;За гранью;Дети моря;Ева: Искусственный разум;Предчувствие;Множество;Жизнь за гранью;Комната желаний;Трудно быть богом;Трудно быть Богом;Источник;Индиго"
Halo 4: Идущий к рассвету;Фантастика;Боевик (Экшен);Космическая;Современное кино (2000–2020);6.705;692309;Halo 4: Forward Unto Dawn;6.7;0;;"Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов;Звездные войны: Эпизод 3 - Месть Ситхов;Звездный путь;Стартрек: Возмездие;Гравитация;Миссия «Серенити»;Изгой-Один. Звездные войны: Истории;Звездные врата: Континуум;Звездные войны: Пробуждение силы;Звездные войны: Эпизод 2 — Атака клонов;Звездные врата: Ковчег Истины;Последняя фантазия;Люди в черном 3;Хроники Риддика;Война миров;Бамблби;Звездные войны: Последние джедаи"
Люси;Фантастика;Боевик (Экшен);Альтернативная реальность;Современное кино (2000–2020);6.764;760326;Lucy;6.4;6.1;;"Начало;Район №9;День Доктора;Грань будущего;Эквилибриум;Дежавю;Вступление;Патруль времени;Хранитель времени;Время;Другой мир 2: Эволюция;Тихоокеанский рубеж;Мы из будущего;Районы;Вне времени;Код 8;Хроника;Телепорт;Побеждая время;Суррогаты"
Звездные врата: Ковчег Истины;Фантастика;Боевик (Экшен);Космическая;Современное кино (2000–2020);7.38;307943;Stargate: The Ark of Truth;7.2;0;;"Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов;Звездные войны: Эпизод 3 - Месть Ситхов;Звездный путь;Стартрек: Возмездие;Гравитация;Миссия «Серенити»;Изгой-Один. Звездные войны: Истории;Звездные врата: Континуум;Звездные войны: Пробуждение силы;Звездные войны: Эпизод 2 — Атака клонов;Последняя фантазия;Люди в черном 3;Хроники Риддика;Война миров;Бамблби;Звездные войны: Последние джедаи;Валериан и город тысячи планет"
Затерянные в космосе;Фантастика;Приключения;Космическая;Классика (до 2000 года);6.861;993176;Lost in Space;7.3;0;;"Тайна третьей планеты;Звездный путь 4: Дорога домой;Черная дыра;Москва — Кассиопея;Звездные врата;Звездные войны: Эпизод 1 - Скрытая угроза;Через тернии к звездам;Планета бурь;Туманность Андромеды;Доктор Кто: Мужья Ривер Сонг;Путешествие на край Вселенной;Аватар;Марсианин;Стартрек: Бесконечность;Хан Соло. Звездные войны: Истории;Джон Картер;Затура: Космическое приключение;Миссия на Марс;Телескоп Хаббл в 3D;Звездная карта"
Андроид;Фантастика;Триллер;Космическая;Классика (до 2000 года);4.851;718674;App;5.4;0;;"Ангар 18;Штамм Андромеда;Знаки;Поколение Вояджер;Внеземное эхо;Параграф 78: Фильм первый;12 обезьян;Открой глаза;Тринадцатый этаж;Куб;Странные дни;Хакеры;Филадельфийский эксперимент;Разлом;Сфера;Темный город;Космическая одиссея 2010;2001 год: Космическая одиссея;Шестой элемент;Ковбой Бибоп"
Код апокалипсиса;Фантастика;Боевик (Экшен);Постапокалипсис;Новинки (2020–2025);4.155;257772;;4.5;0;;"Гонка на вымирание;Титан: После гибели Земли;День первый;Голодные игры: Баллада о певчих птицах и змеях;Вторжение динозавра;Гренландия;Мой создатель;Новая эра Z;Черный квадрат;Небо падших;Поступь хаоса;Эра выживания;Вторжение: Битва за рай;Пустошь тьмы и зла;Закат цивилизации;Следопыт;Потерянное будущее;Поле битвы: Земля;Район 37;Терминатор 2 - 3D"
Ровер;Фантастика;Драма;Постапокалипсис;Современное кино (2000–2020);6.19;677780;The Rover;6.4;6.4;;"Облачный атлас;Дитя человеческое;Потерянное Рождество;Земля: Жизнь без людей;Гадкие лебеди;Z — значит Захария;Гольфстрим под айсбергом;Последний день Земли;Москва 2017;Пробуждение;Сталкер;Воскресение;Письма мертвого человека;Отроки во вселенной;Финч;Тихая ночь;После Чернобыля;Интерстеллар;Луна;Донни Дарко"
Metallica: Сквозь невозможное;Фантастика;Боевик (Экшен);Постапокалипсис;Современное кино (2000–2020);7.583;661625;Metallica Through the Never;7.1;6.7;;"Поле битвы: Земля;Район 37;2012;Люди Икс: Дни минувшего будущего;Восстание планеты обезьян;Голодные игры: И вспыхнет пламя;Последняя фантазия 7: Дети пришествия;Снежный пирог;Планета обезьян: Революция;Голодные игры;Планета обезьян: Война;Послезавтра;Обливион;Война миров Z;Книга Илая;Сквозь снег;Бегущий в лабиринте;Дивергент;Элизиум: Рай не на Земле;Власть огня"
Битва за планету Терра;Фантастика;Боевик (Экшен);Космическая;Современное кино (2000–2020);6.561;261108;Battle for Terra;6.5;0;;"Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов;Звездные войны: Эпизод 3 - Месть Ситхов;Звездный путь;Стартрек: Возмездие;Гравитация;Миссия «Серенити»;Изгой-Один. Звездные войны: Истории;Звездные врата: Континуум;Звездные войны: Пробуждение силы;Звездные войны: Эпизод 2 — Атака клонов;Звездные врата: Ковчег Истины;Последняя фантазия;Люди в черном 3;Хроники Риддика;Война миров;Бамблби;Звездные войны: Последние джедаи"
Вычислитель;Фантастика;Триллер;Киберпанк;Новинки (2020–2025);5.06;777026;;4.5;0;;"Каин XVIII;Звездный разум;Заговор Оберона;Бегущий по лезвию 2049;Из машины;Странные дни;Механическая сюита;Завод;Хакеры;Превосходство;Анон;Машина;Темное зеркало;2067: Петля времени;2:22;#выжить;Экзистенция;Кислород;Обратимая реальность;Пятое измерение"
Валериан и город тысячи планет;Фантастика;Боевик (Экшен);Космическая;Современное кино (2000–2020);6.992;689960;Valerian and the City of a Thousand Planets;6.4;5.5;;"Звездные Войны: Войны клонов;Звездные войны: Войны клонов;Стражи Галактики;Звездные Войны: Эпизод III - Месть ситхов;Звездные войны: Эпизод 3 - Месть Ситхов;Звездный путь;Стартрек: Возмездие;Гравитация;Миссия «Серенити»;Изгой-Один. Звездные войны: Истории;Звездные врата: Континуум;Звездные войны: Пробуждение силы;Звездные войны: Эпизод 2 — Атака клонов;Звездные врата: Ковчег Истины;Последняя фантазия;Люди в черном 3;Хроники Риддика;Война миров;Бамблби;Звездные войны: Последние джедаи"
Последняя война;Фантастика;Военный;Постапокалипсис;Классика (до 2000 года);7.05;4730;To End All Wars;6.9;5.9;;"Война будущего;Терминатор 2 - 3D;Навсикая из долины Ветров;Навсикая из долины ветров;Терминатор;Сталкер;12 обезьян;Письма мертвого человека;Водная жизнь;Побег из Нью-Йорка;Судья Дредд;Водный мир;Искатель воды;Годзилла;Терминатор 2: судный день;Разлом;Под планетой обезьян;Завоевание планеты обезьян;Безумный Макс 3: Под куполом грома;Человек Омега"
